,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
3491,dailydialog_tr_5723_utt_12_true_cause_utt_11_span_0,happiness,And I've never heard such good sound in a game .,I've never seen such good graphics .,I've never seen such good graphics .,And I've never heard such good sound in a game . I've never seen such good graphics .,14,22,3
3492,dailydialog_tr_5723_utt_12_true_cause_utt_12_span_1,happiness,And I've never heard such good sound in a game .,And I've never heard such good sound in a game .,And I've never heard such good sound in a game .,And I've never heard such good sound in a game . And I've never heard such good sound in a game .,14,26,3
3493,dailydialog_tr_3474_utt_1_true_cause_utt_1_span_0,happiness,"Good afternoon , Sam .","Good afternoon , Sam .","Good afternoon , Sam .","Good afternoon , Sam . Good afternoon , Sam .",6,10,3
3494,dailydialog_tr_3474_utt_2_true_cause_utt_2_span_0,happiness,"Good afternoon , Tina .","Good afternoon , Tina .","Good afternoon , Tina .","Good afternoon , Tina . Good afternoon , Tina .",6,10,3
3495,dailydialog_tr_3474_utt_9_true_cause_utt_9_span_0,happiness,"It doesn't matter , I can teach you .","It doesn't matter , I can teach you .",I can teach you .,"It doesn't matter , I can teach you . It doesn't matter , I can teach you .",18,22,3
3496,dailydialog_tr_3474_utt_10_true_cause_utt_9_span_0,happiness,It's very kind of you .,"It doesn't matter , I can teach you .",I can teach you .,"It's very kind of you . It doesn't matter , I can teach you .",15,19,3
3497,dailydialog_tr_2232_utt_4_true_cause_utt_3_span_0,sadness,I am afraid I can't I am going to be out all day .,"There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .","There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .","I am afraid I can't I am going to be out all day . There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .",17,41,4
3498,dailydialog_tr_2232_utt_4_true_cause_utt_4_span_1,sadness,I am afraid I can't I am going to be out all day .,I am afraid I can't I am going to be out all day .,I can't I am going to be out all day .,I am afraid I can't I am going to be out all day . I am afraid I can't I am going to be out all day .,20,32,4
3499,dailydialog_tr_2232_utt_9_true_cause_utt_3_span_0,sadness,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .","There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat . There is a special exhibition of french sculptures at the museum , I was hoping you ' d like to come with me .",26,50,4
3500,dailydialog_tr_2232_utt_9_true_cause_utt_4_span_1,sadness,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .",I am afraid I can't I am going to be out all day .,I can't I am going to be out all day .,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat . I am afraid I can't I am going to be out all day .",29,41,4
3501,dailydialog_tr_2232_utt_9_true_cause_utt_6_span_2,sadness,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","I wish I could , but it's my mums birthday .","I wish I could , but it's my mums birthday .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat . I wish I could , but it's my mums birthday .",26,39,4
3502,dailydialog_tr_2232_utt_9_true_cause_utt_8_span_3,sadness,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","Much as I ' d like to , I am afraid i wont be free next week , I have a lot of work .","Much as I ' d like to , I am afraid i wont be free next week , I have a lot of work .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat . Much as I ' d like to , I am afraid i wont be free next week , I have a lot of work .",26,51,4
3503,dailydialog_tr_2232_utt_9_true_cause_utt_9_span_4,sadness,"Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat . Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .",26,50,4
3504,dailydialog_tr_2232_utt_10_true_cause_utt_9_span_0,sadness,"I am really sorry too , maybe I can give you a call sometime .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .","I am really sorry too , maybe I can give you a call sometime . Sorry to hear that , I was really looking forward to spending some more time with you , I really enjoyed our last chat .",16,40,4
3505,dailydialog_tr_2232_utt_10_true_cause_utt_10_span_1,sadness,"I am really sorry too , maybe I can give you a call sometime .","I am really sorry too , maybe I can give you a call sometime .",I am really sorry too,"I am really sorry too , maybe I can give you a call sometime . I am really sorry too , maybe I can give you a call sometime .",16,20,4
3506,dailydialog_tr_2377_utt_7_true_cause_utt_7_span_0,anger,my boss has been breathing down my neck all day . I can't wait for the weekend !,my boss has been breathing down my neck all day . I can't wait for the weekend !,my boss has been breathing down my neck all day .,my boss has been breathing down my neck all day . I can't wait for the weekend ! my boss has been breathing down my neck all day . I can't wait for the weekend !,21,31,0
3507,dailydialog_tr_2377_utt_9_true_cause_utt_7_span_0,anger,you can say that again ! He won't even let us check our personal email at work !,my boss has been breathing down my neck all day . I can't wait for the weekend !,my boss has been breathing down my neck all day .,you can say that again ! He won't even let us check our personal email at work ! my boss has been breathing down my neck all day . I can't wait for the weekend !,21,31,0
3508,dailydialog_tr_2377_utt_9_true_cause_utt_8_span_1,anger,you can say that again ! He won't even let us check our personal email at work !,"your boss is a real salve-driver , isn't he ?","your boss is a real salve-driver ,","you can say that again ! He won't even let us check our personal email at work ! your boss is a real salve-driver , isn't he ?",21,30,0
3509,dailydialog_tr_2377_utt_9_true_cause_utt_9_span_2,anger,you can say that again ! He won't even let us check our personal email at work !,you can say that again ! He won't even let us check our personal email at work !,He won't even let us check our personal email at work !,you can say that again ! He won't even let us check our personal email at work ! you can say that again ! He won't even let us check our personal email at work !,27,40,0
3510,dailydialog_tr_2377_utt_11_true_cause_utt_10_span_0,surprise,really ? I didn't know that it was against company policy .,that's not just your boss . No one is allowed to send personal emails from the office .,that's not just your boss . No one is allowed to send personal emails from the office .,really ? I didn't know that it was against company policy . that's not just your boss . No one is allowed to send personal emails from the office .,15,34,5
3511,dailydialog_tr_2377_utt_11_true_cause_utt_11_span_1,surprise,really ? I didn't know that it was against company policy .,really ? I didn't know that it was against company policy .,I didn't know that it was against company policy .,really ? I didn't know that it was against company policy . really ? I didn't know that it was against company policy .,17,28,5
3512,dailydialog_tr_223_utt_1_true_cause_utt_1_span_0,happiness,The band is pretty good . How do you like the music ?,The band is pretty good . How do you like the music ?,The band is pretty good .,The band is pretty good . How do you like the music ? The band is pretty good . How do you like the music ?,14,19,3
3513,dailydialog_tr_223_utt_2_true_cause_utt_1_span_0,happiness,It's very nice . I haven't heard live music in a while . This is fun .,The band is pretty good . How do you like the music ?,The band is pretty good .,It's very nice . I haven't heard live music in a while . This is fun . The band is pretty good . How do you like the music ?,22,27,3
3514,dailydialog_tr_223_utt_2_true_cause_utt_2_span_1,happiness,It's very nice . I haven't heard live music in a while . This is fun .,It's very nice . I haven't heard live music in a while . This is fun .,It's very nice . I haven't heard live music in a while . This is fun .,It's very nice . I haven't heard live music in a while . This is fun . It's very nice . I haven't heard live music in a while . This is fun .,22,42,3
3515,dailydialog_tr_223_utt_3_true_cause_utt_1_span_0,happiness,"Well , then , may I invite you for the next dance ?",The band is pretty good . How do you like the music ?,The band is pretty good .,"Well , then , may I invite you for the next dance ? The band is pretty good . How do you like the music ?",14,19,3
3516,dailydialog_tr_223_utt_3_true_cause_utt_2_span_1,happiness,"Well , then , may I invite you for the next dance ?",It's very nice . I haven't heard live music in a while . This is fun .,It's very nice . I haven't heard live music in a while . This is fun .,"Well , then , may I invite you for the next dance ? It's very nice . I haven't heard live music in a while . This is fun .",14,34,3
3517,dailydialog_tr_223_utt_3_true_cause_utt_3_span_2,happiness,"Well , then , may I invite you for the next dance ?","Well , then , may I invite you for the next dance ?",next dance,"Well , then , may I invite you for the next dance ? Well , then , may I invite you for the next dance ?",24,25,3
3518,dailydialog_tr_223_utt_4_true_cause_utt_1_span_0,happiness,Of course . But I'm afraid I'm not much of a dancer ...,The band is pretty good . How do you like the music ?,The band is pretty good .,Of course . But I'm afraid I'm not much of a dancer ... The band is pretty good . How do you like the music ?,20,25,3
3519,dailydialog_tr_223_utt_4_true_cause_utt_2_span_1,happiness,Of course . But I'm afraid I'm not much of a dancer ...,It's very nice . I haven't heard live music in a while . This is fun .,It's very nice . I haven't heard live music in a while . This is fun .,Of course . But I'm afraid I'm not much of a dancer ... It's very nice . I haven't heard live music in a while . This is fun .,20,40,3
3520,dailydialog_tr_223_utt_4_true_cause_utt_3_span_2,happiness,Of course . But I'm afraid I'm not much of a dancer ...,"Well , then , may I invite you for the next dance ?",may I invite you for the next dance ?,"Of course . But I'm afraid I'm not much of a dancer ... Well , then , may I invite you for the next dance ?",24,32,3
3521,dailydialog_tr_223_utt_5_true_cause_utt_4_span_0,happiness,Don't worry . I'm not much of a dancer myself .,Of course . But I'm afraid I'm not much of a dancer ...,Of course .,Don't worry . I'm not much of a dancer myself . Of course . But I'm afraid I'm not much of a dancer ...,16,18,3
3522,dailydialog_tr_223_utt_6_true_cause_utt_6_span_0,happiness,You're dancing so well .,You're dancing so well .,You're dancing so well .,You're dancing so well . You're dancing so well .,8,14,3
3523,dailydialog_tr_223_utt_7_true_cause_utt_6_span_0,happiness,You dance beautifully too .,You're dancing so well .,You're dancing so well .,You dance beautifully too . You're dancing so well .,6,12,3
3524,dailydialog_tr_223_utt_7_true_cause_utt_7_span_1,happiness,You dance beautifully too .,You dance beautifully too .,You dance beautifully too .,You dance beautifully too . You dance beautifully too .,6,10,3
3525,dailydialog_tr_223_utt_8_true_cause_utt_6_span_0,happiness,When did you learn to dance ?,You're dancing so well .,You're dancing so well .,When did you learn to dance ? You're dancing so well .,8,14,3
3526,dailydialog_tr_223_utt_8_true_cause_utt_7_span_1,happiness,When did you learn to dance ?,You dance beautifully too .,You dance beautifully too .,When did you learn to dance ? You dance beautifully too .,8,12,3
3527,dailydialog_tr_223_utt_9_true_cause_utt_6_span_0,happiness,In college . But I don't dance very often . What's your favourite dance ?,You're dancing so well .,You're dancing so well .,In college . But I don't dance very often . What's your favourite dance ? You're dancing so well .,20,26,3
3528,dailydialog_tr_223_utt_9_true_cause_utt_7_span_1,happiness,In college . But I don't dance very often . What's your favourite dance ?,You dance beautifully too .,You dance beautifully too .,In college . But I don't dance very often . What's your favourite dance ? You dance beautifully too .,20,24,3
3529,dailydialog_tr_223_utt_9_true_cause_utt_8_span_2,happiness,In college . But I don't dance very often . What's your favourite dance ?,When did you learn to dance ?,When did you learn to dance ?,In college . But I don't dance very often . What's your favourite dance ? When did you learn to dance ?,20,26,3
3530,dailydialog_tr_223_utt_10_true_cause_utt_6_span_0,happiness,It's hard to say . It depends . But I love the waltz .,You're dancing so well .,You're dancing so well .,It's hard to say . It depends . But I love the waltz . You're dancing so well .,18,24,3
3531,dailydialog_tr_223_utt_10_true_cause_utt_7_span_1,happiness,It's hard to say . It depends . But I love the waltz .,You dance beautifully too .,You dance beautifully too .,It's hard to say . It depends . But I love the waltz . You dance beautifully too .,18,22,3
3532,dailydialog_tr_223_utt_10_true_cause_utt_9_span_2,happiness,It's hard to say . It depends . But I love the waltz .,In college . But I don't dance very often . What's your favourite dance ?,What's your favourite dance ?,It's hard to say . It depends . But I love the waltz . In college . But I don't dance very often . What's your favourite dance ?,30,36,3
3533,dailydialog_tr_223_utt_10_true_cause_utt_10_span_3,happiness,It's hard to say . It depends . But I love the waltz .,It's hard to say . It depends . But I love the waltz .,I love the waltz .,It's hard to say . It depends . But I love the waltz . It's hard to say . It depends . But I love the waltz .,29,34,3
3534,dailydialog_tr_223_utt_11_true_cause_utt_6_span_0,happiness,How about tango ?,You're dancing so well .,You're dancing so well .,How about tango ? You're dancing so well .,6,12,3
3535,dailydialog_tr_223_utt_11_true_cause_utt_7_span_1,happiness,How about tango ?,You dance beautifully too .,You dance beautifully too .,How about tango ? You dance beautifully too .,6,10,3
3536,dailydialog_tr_223_utt_11_true_cause_utt_11_span_2,happiness,How about tango ?,How about tango ?,tango,How about tango ? How about tango ?,8,9,3
3537,dailydialog_tr_223_utt_12_true_cause_utt_6_span_0,happiness,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?",You're dancing so well .,You're dancing so well .,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? You're dancing so well .",28,34,3
3538,dailydialog_tr_223_utt_12_true_cause_utt_7_span_1,happiness,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?",You dance beautifully too .,You dance beautifully too .,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? You dance beautifully too .",28,32,3
3539,dailydialog_tr_223_utt_12_true_cause_utt_11_span_2,happiness,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?",How about tango ?,tango,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? How about tango ?",30,31,3
3540,dailydialog_tr_223_utt_12_true_cause_utt_12_span_3,happiness,"Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?","Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?","Oh , I like it . It's such a beautiful dance","Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ?",28,40,3
3541,dailydialog_tr_223_utt_13_true_cause_utt_6_span_0,happiness,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),You're dancing so well .,You're dancing so well .,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ) You're dancing so well .,23,29,3
3542,dailydialog_tr_223_utt_13_true_cause_utt_7_span_1,happiness,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),You dance beautifully too .,You dance beautifully too .,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ) You dance beautifully too .,23,27,3
3543,dailydialog_tr_223_utt_13_true_cause_utt_13_span_2,happiness,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),Tango is my favorite .,Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ) Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),23,27,3
3544,dailydialog_tr_223_utt_14_true_cause_utt_6_span_0,happiness,Thank you for the dance .,You're dancing so well .,You're dancing so well .,Thank you for the dance . You're dancing so well .,7,13,3
3545,dailydialog_tr_223_utt_14_true_cause_utt_7_span_1,happiness,Thank you for the dance .,You dance beautifully too .,You dance beautifully too .,Thank you for the dance . You dance beautifully too .,7,11,3
3546,dailydialog_tr_223_utt_14_true_cause_utt_14_span_2,happiness,Thank you for the dance .,Thank you for the dance .,Thank you for the dance .,Thank you for the dance . Thank you for the dance .,7,12,3
3547,dailydialog_tr_223_utt_15_true_cause_utt_6_span_0,happiness,My pleasure . Let's go and have a drink .,You're dancing so well .,You're dancing so well .,My pleasure . Let's go and have a drink . You're dancing so well .,13,19,3
3548,dailydialog_tr_223_utt_15_true_cause_utt_7_span_1,happiness,My pleasure . Let's go and have a drink .,You dance beautifully too .,You dance beautifully too .,My pleasure . Let's go and have a drink . You dance beautifully too .,13,17,3
3549,dailydialog_tr_223_utt_15_true_cause_utt_14_span_2,happiness,My pleasure . Let's go and have a drink .,Thank you for the dance .,Thank you for the dance .,My pleasure . Let's go and have a drink . Thank you for the dance .,13,18,3
3550,dailydialog_tr_223_utt_16_true_cause_utt_6_span_0,happiness,OK .,You're dancing so well .,You're dancing so well .,OK . You're dancing so well .,3,9,3
3551,dailydialog_tr_223_utt_16_true_cause_utt_7_span_1,happiness,OK .,You dance beautifully too .,You dance beautifully too .,OK . You dance beautifully too .,3,7,3
3552,dailydialog_tr_223_utt_16_true_cause_utt_14_span_2,happiness,OK .,Thank you for the dance .,Thank you for the dance .,OK . Thank you for the dance .,3,8,3
3553,dailydialog_tr_223_utt_16_true_cause_utt_15_span_3,happiness,OK .,My pleasure . Let's go and have a drink .,My pleasure . Let's go and have a drink .,OK . My pleasure . Let's go and have a drink .,3,14,3
3554,dailydialog_tr_1632_utt_1_true_cause_utt_1_span_0,surprise,"When she told me that she would marry no man but Dick , my heart was almost in my mouth .","When she told me that she would marry no man but Dick , my heart was almost in my mouth .",When she told me that she would marry no man but Dick,"When she told me that she would marry no man but Dick , my heart was almost in my mouth . When she told me that she would marry no man but Dick , my heart was almost in my mouth .",22,33,5
3555,dailydialog_tr_1632_utt_2_true_cause_utt_1_span_0,surprise,"You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted .","When she told me that she would marry no man but Dick , my heart was almost in my mouth .",When she told me that she would marry no man but Dick,"You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted . When she told me that she would marry no man but Dick , my heart was almost in my mouth .",25,36,5
3556,dailydialog_tr_1632_utt_2_true_cause_utt_1_span_1,surprise,"You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted .","When she told me that she would marry no man but Dick , my heart was almost in my mouth .",my heart was almost in my mouth .,"You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted . When she told me that she would marry no man but Dick , my heart was almost in my mouth .",38,45,5
3557,dailydialog_tr_1632_utt_2_true_cause_utt_2_span_2,surprise,"You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted .","You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted .","You were scared , too ?","You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted . You were scared , too ? I dared not tell you my feeling when I heard that . I almost got fainted .",25,30,5
3558,dailydialog_tr_1632_utt_3_true_cause_utt_3_span_0,surprise,I could not and can ' t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls .,I could not and can ' t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls .,I could not and can ' t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls .,I could not and can ' t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls . I could not and can ' t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls .,32,62,5
3559,dailydialog_tr_3822_utt_1_true_cause_utt_1_span_0,anger,You shouldn't have told her the truth . What can we do now ?,You shouldn't have told her the truth . What can we do now ?,You shouldn't have told her the truth .,You shouldn't have told her the truth . What can we do now ? You shouldn't have told her the truth . What can we do now ?,17,26,0
3560,dailydialog_tr_3822_utt_3_true_cause_utt_3_span_0,anger,You are always like this . I've told you many times not to tell her .,You are always like this . I've told you many times not to tell her .,You are always like this . I've told you many times not to tell her .,You are always like this . I've told you many times not to tell her . You are always like this . I've told you many times not to tell her .,19,36,0
3561,dailydialog_tr_3822_utt_5_true_cause_utt_3_span_0,anger,"It's too late to say sorry now . Oh , what am I going to do ?",You are always like this . I've told you many times not to tell her .,You are always like this . I've told you many times not to tell her .,"It's too late to say sorry now . Oh , what am I going to do ? You are always like this . I've told you many times not to tell her .",20,37,0
3562,dailydialog_tr_3822_utt_5_true_cause_utt_5_span_1,anger,"It's too late to say sorry now . Oh , what am I going to do ?","It's too late to say sorry now . Oh , what am I going to do ?",It's too late to say sorry now .,"It's too late to say sorry now . Oh , what am I going to do ? It's too late to say sorry now . Oh , what am I going to do ?",20,29,0
3563,dailydialog_tr_3588_utt_4_true_cause_utt_3_span_0,surprise,Ridiculous ! They haven't met ! Maybe they're the same sex !,Two people chat on the Net and step by step fall into love ! It's Net Love .,Two people chat on the Net and step by step fall into love !,Ridiculous ! They haven't met ! Maybe they're the same sex ! Two people chat on the Net and step by step fall into love ! It's Net Love .,20,33,5
3564,dailydialog_tr_3588_utt_4_true_cause_utt_4_span_1,surprise,Ridiculous ! They haven't met ! Maybe they're the same sex !,Ridiculous ! They haven't met ! Maybe they're the same sex !,They haven't met ! Maybe they're the same sex !,Ridiculous ! They haven't met ! Maybe they're the same sex ! Ridiculous ! They haven't met ! Maybe they're the same sex !,25,38,5
3565,dailydialog_tr_3588_utt_6_true_cause_utt_5_span_0,surprise,How could you know ?,Maybe yesterday you've received a man's woos . He's called ' Beast ' ?,Maybe yesterday you've received a man's woos . He's called ' Beast ' ?,How could you know ? Maybe yesterday you've received a man's woos . He's called ' Beast ' ?,6,26,5
3566,dailydialog_tr_3588_utt_6_true_cause_utt_6_span_1,surprise,How could you know ?,How could you know ?,How could you know ?,How could you know ? How could you know ?,6,10,5
3567,dailydialog_tr_3588_utt_10_true_cause_utt_9_span_0,surprise,Impossible !,"It's typical Net Love , and a typical lesbians ' homosex ! HA !","It's typical Net Love , and a typical lesbians ' homosex !","Impossible ! It's typical Net Love , and a typical lesbians ' homosex ! HA !",3,19,5
3568,dailydialog_tr_4220_utt_3_true_cause_utt_2_span_0,happiness,Do more exercises after you are healthy .,"Oh , not too bad , but I've got to stay in bed .",not too bad,"Do more exercises after you are healthy . Oh , not too bad , but I've got to stay in bed .",11,13,3
3569,dailydialog_tr_4220_utt_4_true_cause_utt_3_span_0,happiness,"Ok , I will . You have said that many times .",Do more exercises after you are healthy .,Do more exercises after you are healthy .,"Ok , I will . You have said that many times . Do more exercises after you are healthy .",13,20,3
3570,dailydialog_tr_4220_utt_4_true_cause_utt_4_span_1,happiness,"Ok , I will . You have said that many times .","Ok , I will . You have said that many times .",You have said that many times .,"Ok , I will . You have said that many times . Ok , I will . You have said that many times .",18,24,3
3571,dailydialog_tr_4220_utt_5_true_cause_utt_4_span_0,happiness,Are you hungry ? Do you want me to buy something for you to eat ?,"Ok , I will . You have said that many times .","Ok , I will . You have said that many times .","Are you hungry ? Do you want me to buy something for you to eat ? Ok , I will . You have said that many times .",17,28,3
3572,dailydialog_tr_4220_utt_6_true_cause_utt_5_span_0,happiness,"No , there ' s no need . Thank you all the same .",Are you hungry ? Do you want me to buy something for you to eat ?,Are you hungry ? Do you want me to buy something for you to eat ?,"No , there ' s no need . Thank you all the same . Are you hungry ? Do you want me to buy something for you to eat ?",15,30,3
3573,dailydialog_tr_3336_utt_1_true_cause_utt_1_span_0,happiness,I'll always remember my college days .,I'll always remember my college days .,my college days,I'll always remember my college days . I'll always remember my college days .,15,17,3
3574,dailydialog_tr_3336_utt_3_true_cause_utt_1_span_0,happiness,"It was one of the best times in my life . It was tough , but I made it . I became a college graduate .",I'll always remember my college days .,my college days,"It was one of the best times in my life . It was tough , but I made it . I became a college graduate . I'll always remember my college days .",32,34,3
3575,dailydialog_tr_3336_utt_3_true_cause_utt_3_span_1,happiness,"It was one of the best times in my life . It was tough , but I made it . I became a college graduate .","It was one of the best times in my life . It was tough , but I made it . I became a college graduate .","It was one of the best times in my life . It was tough , but I made it . I became a college graduate .","It was one of the best times in my life . It was tough , but I made it . I became a college graduate . It was one of the best times in my life . It was tough , but I made it . I became a college graduate .",27,52,3
3576,dailydialog_tr_3336_utt_5_true_cause_utt_3_span_0,happiness,"It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .","It was one of the best times in my life . It was tough , but I made it . I became a college graduate .","It was tough , but I made it . I became a college graduate .","It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end . It was one of the best times in my life . It was tough , but I made it . I became a college graduate .",50,64,3
3577,dailydialog_tr_3336_utt_5_true_cause_utt_5_span_1,happiness,"It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .","It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .",My family attend the graduation ceremony .,"It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end . It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .",47,53,3
3578,dailydialog_tr_3336_utt_5_true_cause_utt_5_span_2,happiness,"It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .","It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .",all worked out in the end .,"It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end . It was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end .",70,76,3
3579,dailydialog_tr_3336_utt_7_true_cause_utt_7_span_0,happiness,"I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .","I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",I was offered a good job doing marketing,"I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind . I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",40,47,3
3580,dailydialog_tr_3336_utt_8_true_cause_utt_7_span_0,happiness,Sounds like you're happy with your decision .,"I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",I was offered a good job doing marketing,"Sounds like you're happy with your decision . I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",23,30,3
3581,dailydialog_tr_3336_utt_8_true_cause_utt_8_span_1,happiness,Sounds like you're happy with your decision .,Sounds like you're happy with your decision .,you're happy with your decision .,Sounds like you're happy with your decision . Sounds like you're happy with your decision .,13,20,3
3582,dailydialog_tr_3336_utt_9_true_cause_utt_7_span_0,happiness,I sure am . So what about you ? How did you feel when you graduated ?,"I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",I was offered a good job doing marketing,"I sure am . So what about you ? How did you feel when you graduated ? I was planning to attend gradate school , but then I was offered a good job doing marketing , so I changed my mind .",30,37,3
3583,dailydialog_tr_3336_utt_9_true_cause_utt_8_span_1,happiness,I sure am . So what about you ? How did you feel when you graduated ?,Sounds like you're happy with your decision .,you're happy with your decision .,I sure am . So what about you ? How did you feel when you graduated ? Sounds like you're happy with your decision .,20,27,3
3584,dailydialog_tr_3336_utt_9_true_cause_utt_9_span_2,happiness,I sure am . So what about you ? How did you feel when you graduated ?,I sure am . So what about you ? How did you feel when you graduated ?,I sure am .,I sure am . So what about you ? How did you feel when you graduated ? I sure am . So what about you ? How did you feel when you graduated ?,18,21,3
3585,dailydialog_tr_6401_utt_3_true_cause_utt_3_span_0,happiness,I got a promotion at work earlier this week .,I got a promotion at work earlier this week .,I got a promotion at work earlier this week .,I got a promotion at work earlier this week . I got a promotion at work earlier this week .,11,20,3
3586,dailydialog_tr_6401_utt_4_true_cause_utt_3_span_0,surprise,Is that right ?,I got a promotion at work earlier this week .,I got a promotion at work earlier this week .,Is that right ? I got a promotion at work earlier this week .,5,14,5
3587,dailydialog_tr_6401_utt_5_true_cause_utt_3_span_0,happiness,It's the truth . I am really happy .,I got a promotion at work earlier this week .,I got a promotion at work earlier this week .,It's the truth . I am really happy . I got a promotion at work earlier this week .,12,21,3
3588,dailydialog_tr_6401_utt_6_true_cause_utt_6_span_0,happiness,Congratulations on your promotion .,Congratulations on your promotion .,Congratulations on your promotion .,Congratulations on your promotion . Congratulations on your promotion .,7,12,3
3589,dailydialog_tr_6401_utt_7_true_cause_utt_6_span_0,happiness,Thank you very much .,Congratulations on your promotion .,Congratulations on your promotion .,Thank you very much . Congratulations on your promotion .,6,11,3
3590,dailydialog_tr_6401_utt_8_true_cause_utt_8_span_0,happiness,I am really excited for you .,I am really excited for you .,I am really excited for you .,I am really excited for you . I am really excited for you .,8,14,3
3591,dailydialog_tr_6401_utt_9_true_cause_utt_8_span_0,happiness,Are you really ?,I am really excited for you .,I am really excited for you .,Are you really ? I am really excited for you .,5,11,3
3592,dailydialog_tr_6401_utt_10_true_cause_utt_10_span_0,happiness,I'm serious . You deserved this promotion .,I'm serious . You deserved this promotion .,You deserved this promotion .,I'm serious . You deserved this promotion . I'm serious . You deserved this promotion .,16,20,3
