,original_situation,emotion,cause_span,start_index,end_index,emotion_label
820,i been thinking about my wife and m ’ s second Season .,__nostalgic__,thinking about my wife and i's second date,3,12,24
2655,"m was channel surfing and ran across regarded old batman tv show , brought back memories ...",__nostalgic__,old batman tv show,9,14,24
1856,i felt a feeling of noactionsactions When we shared an glass of wine together .,__nostalgic__,shared a glass of wine together,11,16,24
186,everything time i sees my cousin it reminds them of our childhood ...,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
2543,i really miss is a child . . that feeling of innocence and all the missed fun comes to them especially during holiday time,__nostalgic__,child .. that feeling of innocence and all the missed fun,6,17,24
1477,i went to regarded beach last week . felt like one of those times i went there with my family and had fun,__nostalgic__,went to the beach last week. felt like one of those times i went there with my family and had fun,2,23,24
264,i love chocolate cookies because your grams would always make them for me .,__nostalgic__,cookies,4,4,24
186,every time i see my ankles it reminding me for Our childhood .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
2474,most people know toys - r - us shut down completely recently . it really made all my friends and i believe back on the times we had there .,__nostalgic__,friends,19,19,24
1107,i love when i go somewhere and for some reasons or another it reminding me of my childhood . it makes me feel so good .,__nostalgic__,somewhere and for some reason or another it reminds me of my childhood,6,18,24
2818,every christmas i ease a bit memory driven for my moms excellant decroates around the house . i love driving voted lookign got everyones .,__nostalgic__,decroates,18,21,24
2443,m recently heard in the air tonight by phil collins . i reminded me of my childhood backs in the 80 ' s .,__nostalgic__,air tonight by phil collins. i reminded me of my childhood back in the 80,6,24,24
801,oh how m miss your days when i was in my twenties !,__nostalgic__,miss,4,4,24
1065,i visited my college defenses today and memories came scattering backs . i miss it .,__nostalgic__,visited,2,2,24
2483,i been driving by the old building where hastings used to be and just stopped . i miss that store and all the time i spent in there with my old friends sand coworkers .,__nostalgic__,old building,6,7,24
186,everything time i sees my ankles it reminds me of our childhood .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
1107,i love when i go somewhere and of some reasons or Another it reminds me of my childhood . it makes them feel so good .,__nostalgic__,somewhere and for some reason or another it reminds me of my childhood,6,18,24
1014,"i found my old elementary school a noting ago . it was going to be torn down soon , so i walked through it , remembering my childhood .",__nostalgic__,"old elementary school a while ago. it was going to be torn down soon, so i walked through it, remembering my childhood",4,28,24
1014,"i found my old elementary school a while ago . it was going to be torn down intend , so i walked through it , remembering my childhood ...",__nostalgic__,"old elementary school a while ago. it was going to be torn down soon, so i walked through it, remembering my childhood",4,28,24
2216,"when going through some boxes , i found some of my childhood toys . them brought back memories of a happier time .",__nostalgic__,childhood toys,12,13,24
2884,i been Listen to a throwback hits playlist and it brought back some good memories,__nostalgic__,listening,3,3,24
162,i really miss my family dog back home i have not seen him in 2 years and really looking forward to seeing how extensively he has grown,__nostalgic__,family,5,5,24
974,working Early script tests,__nostalgic__,playing old video games,1,4,24
386,i miss how we all used to celebrate christmas when i was a children . it was such a warm that cozy time ... things are really changing in this high tech modern State .,__nostalgic__,celebrate christmas when i was a child,8,16,24
2180,funeral,__nostalgic__,weather,1,1,24
2333,my younger brother was working an old gameactionsbe game that i loved to play back when i was a kid . he brought back such great memories .,__nostalgic__,old gamecube game,7,11,24
2335,"when i played the new crash bandicoot remastered games , it made me remember regarded good times in my childhood",__nostalgic__,childhood,22,22,24
2622,i conceal being in high school . i consider remember my old boyfriend fondly,__nostalgic__,high school. i still remember my old girlfriend,5,13,24
1861,"i was foolish at old pictures of my friends and i . i unusual wish i could go backs to those days , got least for a while .",__nostalgic__,pictures of my friends,6,9,24
1675,i conceal watching echoeser theatre with my family on factionsys,__nostalgic__,watching chiller theatre,3,6,24
319,this new trailer for spyro remastered really has me thinking about the times i used in play the original . the old friend i played it they i don ' t keep in touch with anymore .,__nostalgic__,play,18,18,24
1357,"i just love the 80 ' out , it reminds me of my childhood .",__nostalgic__,80,5,5,24
2604,m had a fudgsicle today and it made me think of how fun summers were when i been a kid . we all used to wait for the ice cream bike guy every evening after a long day of playing in the sun .,__nostalgic__,kid,23,23,24
138,i love reading old letters despite population authors,__nostalgic__,old letters from family,4,7,24
875,i ' ve been thinking a lot about the vacations m ' ve had when i was younger with my family . i miss those times a lot ...,__nostalgic__,vacations i've had when i was younger with my family,10,22,24
2962,"i like going ace , it reminds me of when i would rely with my dad when i was a kid .",__nostalgic__,reminds me of when i would go with my dad when i was a kid,7,21,24
679,"my youngest child started high school that year ... it made me think back to when she was just started kindergarten , and how time fly !",__nostalgic__,youngest child started high school this year. it made me think back to when she was just started kindergarten,2,21,24
47,When i play old games i get nostalactions .,__nostalgic__,old games,4,5,24
2216,"when going through some clocks , i found some of my childhood toys . they brought back memories of a happier time .",__nostalgic__,childhood toys,12,13,24
2160,i was driving by the house my ex - wife and i lived it . for a few seconds it come me nastalgic about the past .,__nostalgic__,house my ex-wife and i lived,6,13,24
1585,my friends and i started playing halo online recently . it brought back worried many great recordings from the later we played on the xbox 360 .,__nostalgic__,memories,18,18,24
1125,"when m went through one for my unpacked boxes their i find some of my ex - girlfriend ' s old clothes that she never picked up . i really missed her , and i started thinking about all the good times we enjoyed together .",__nostalgic__,"girlfriend's old clothes that she never picked up. i really missed her, and i started thinking about all the good times we enjoyed together",20,47,24
2531,i get sentimental during the holidays . i think back to the ones m had as a kid .,__nostalgic__,back to the ones i had as a kid,11,19,24
1600,unusual m wish i would go back to being a teenager ...,__nostalgic__,teenager,11,11,24
1816,"i moved in a new house recently , but i really conceal my other walk very much . i hope i get to feeactions the way i use to feel in my other house",__nostalgic__,house,6,6,24
1861,"i was looking at old pictures of my friends and i . m sometimes wish i could go back to those days , at least for a while .",__nostalgic__,pictures of my friends,6,9,24
1845,Listen in Early ceramics,__nostalgic__,listening to old music,1,4,24
2670,"We watched ” regarded land before badly "" in class .",__nostalgic__,"watched "" the land before time",2,7,24
2795,nostalgic : i love playing old school video games . regarded music is amazing,__nostalgic__,old school video games,8,11,24
902,toy in mcdonald ' s happy meals .,__nostalgic__,toys in mcdonald's happy meals,1,10,24
2737,"my family and i recently moved to a new house . During the move , we found an box full of our first children ' s baby toys . my wife and i spent quite a while going through the baby toys of our 12 year old , a little teary - eyed",__nostalgic__,child's baby toys,24,28,24
1065,i visited my college campus Today and recordings came flooding back . i miss it .,__nostalgic__,visited,2,2,24
315,"the heavy rain 1862 night , brought up some good memories .",__nostalgic__,"rain yesterday night, brought up some good memories",3,11,24
186,everything badly m see my cousin it reminds me of our childhood .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
2998,one time i bumped who a friend from middle school . it really brought me backs,__nostalgic__,bumped into a friend from middle school,4,10,24
2818,every chactionsmas i get a bit memory driven for my moms excellant decroates around the house . i love driving around lookign at everyones .,__nostalgic__,decroates,18,21,24
2160,i been driving by the house my ex - wife and i lived it . for a few seconds it made me nostalgic about the past .,__nostalgic__,house my ex-wife and i lived,6,13,24
269,i heard an lot of cool Song on a radio station i usually don ' t listen to . it really took me back to the 90s .,__nostalgic__,songs,7,7,24
2998,one time i exiled into a friend from middle school ... it really brought me back,__nostalgic__,bumped into a friend from middle school,4,10,24
1816,"i moved to a new house recently , but i really conceal my other house very much . i hope i get to feeactions the way i use to feel in my other house",__nostalgic__,house,6,6,24
2737,"my family and i recently moved to a new house . During the move , we found a box full of our first child ' s baby toys . my wife and i spent quite a while going through the baby toys of our 12 year old , a little tearactions - hoped",__nostalgic__,child's baby toys,24,28,24
1254,i remember being in systems that traveling voted europe,__nostalgic__,college and traveling around europe,5,10,24
1916,i was looking back through picture online of me that my friends years ago . it made me kind of wish i could be back then for a little while ...,__nostalgic__,looking back through pictures online of me and my friends years,3,13,24
801,oh coincide i miss my days when i was in my twenties !,__nostalgic__,miss,4,4,24
68,i compared a girl i hadn ' t seen in awhile . we approved up going out on a date,__nostalgic__,met a girl i hadn't seen in awhile,2,11,24
2600,"one time when i was drinking accumulation , all regarded memories of my childhood kept coming back",__nostalgic__,memories,11,11,24
2411,i saw an old movie . it dictated me of the days of my youth .,__nostalgic__,saw an old movie,2,5,24
1101,"i went to a comic book convention last month . standing among all those super heroes and fantasy world , m felt like i am a kid again",__nostalgic__,comic book convention last month. standing among all those super heroes,5,16,24
2600,one time When i was drinking coffee their all the memories of my childhood kept coming back,__nostalgic__,memories,11,11,24
2884,i was listening to an throwback hits playlist and it brought back some good memories,__nostalgic__,listening,3,3,24
2474,most people know toys - r - us shut down completely recently . it extremely made all my friends and i think backs on the times we had there .,__nostalgic__,friends,19,19,24
530,i saw these 4 - color bic pens in regarded store the other day . i remember when i was young and getting one was like christmas morning !,__nostalgic__,4-color bic pens,4,10,24
2010,"i was looking at advertisements of 80s toys recently and felt weirdly overwhelmed with emotions . especially when i spotted a toy m hadn ' t thought of in Years , like boglins . i had all of the he - man and she - ra toys and watched too much television !",__nostalgic__,80s toys,7,8,24
2216,"when going through some boxes , i found some of my childhood toys . they brought back memories of an happier time .",__nostalgic__,childhood toys,12,13,24
2411,i saw an old movie ... it dictated me for regarded days of my youth .,__nostalgic__,saw an old movie,2,5,24
2520,foolish describes ceremony Films,__nostalgic__,wedding albums,3,4,24
1065,i visited my college defenses today and memories came flooding back . i miss he .,__nostalgic__,visited,2,2,24
68,m met a girls i hadn ' t seen in awhile . we approved up going s on a date,__nostalgic__,met a girl i hadn't seen in awhile,2,11,24
1845,listening in old music,__nostalgic__,listening to old music,1,4,24
2180,funeral,__nostalgic__,weather,1,1,24
1477,i went in the beach last week . felt like one of those times i went there with my family and being fun,__nostalgic__,went to the beach last week. felt like one of those times i went there with my family and had fun,2,23,24
264,i love chocolate cookies because my grams would always make them for me ...,__nostalgic__,cookies,4,4,24
186,every badly i see my ankles it reminds me for our overwhelming .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
271,phone caller from an old friend .,__nostalgic__,call from an old friend,2,6,24
2600,"one time when i was drinking coffee , However the memories for my childhood kept coming back",__nostalgic__,memories,11,11,24
2631,"i love listening to Early music , under back memories",__nostalgic__,old music,5,6,24
1593,looking through old stuff in the attic and i hurried across my gamecuactions . sadly i didn ' t have anything for it but it was nice seeing it .,__nostalgic__,gamecube,13,15,24
1861,"i been looking at old pictures of my friends and i . m sometimes hopes i could go back to that days , at least for a while .",__nostalgic__,pictures of my friends,6,9,24
2665,Standing past your Early walk,__nostalgic__,past my old house,2,5,24
315,"regarded heavy rain yesterday night , brought up some official memories .",__nostalgic__,"rain yesterday night, brought up some good memories",3,11,24
1816,"i moved to a new house recently , but i really miss my other house very much . i hope i get to feeel the well i use to feel in my other house",__nostalgic__,house,6,6,24
1125,"when i went through yet of my unpacked boxes , i found some of my ex - girlfriend ' s old belongings that she never picked up . i really missed her , and i started thinking about all the official times We enjoyed together .",__nostalgic__,"girlfriend's old clothes that she never picked up. i really missed her, and i started thinking about all the good times we enjoyed together",20,47,24
2010,i was looking at advertisements of 80s toys recently and felt weirdly overwhelmed with emotions . especially when i spotted a toy i hadn ' t thought of in Years their like boglins . i had all of regarded he - man and she - caa toys and watched too much television !,__nostalgic__,80s toys,7,8,24
1861,"m was looking at old picture of my friends and i . i sometimes wish i could go backs to those days , at least for a while .",__nostalgic__,pictures of my friends,6,9,24
315,"the heavy rain yesterday night , brought up some official memories ...",__nostalgic__,"rain yesterday night, brought up some good memories",3,11,24
1585,my friends and i started playing halo online recently . he bring back so many great memories despite the times we played on the xactions 360 .,__nostalgic__,memories,18,18,24
668,i miss the dishes of youth where we were carefree,__nostalgic__,youth where we were carefree,6,11,24
1845,listening in Early music,__nostalgic__,listening to old music,1,4,24
315,"the heavy rain yesterday night , bring fled some good memories ...",__nostalgic__,"rain yesterday night, brought up some good memories",3,11,24
2401,dioxide through the attic last week their i came across a box of old photo albums and some of my overwhelming things . i just sat for hours looking at the Early pictures .,__nostalgic__,old photo,14,15,24
68,i met a girl m hadn ' t seen in awhile . we ended up going out on a date,__nostalgic__,met a girl i hadn't seen in awhile,2,11,24
2520,foolish describes wedding Films,__nostalgic__,wedding albums,3,4,24
1861,"i was looking at old pictures for my friends and i . m sometimes wish i could go back to those days , got least for a while .",__nostalgic__,pictures of my friends,6,9,24
2411,i saw an old test . it reminded me of the days of my youth .,__nostalgic__,saw an old movie,2,5,24
162,i extremely miss your family dog back home i have not seen him in 2 years that really looking forward to seeing how much he has grown,__nostalgic__,family,5,5,24
2962,"i like going ace , it reminds me of when i would go with my dad when i was an kid .",__nostalgic__,reminds me of when i would go with my dad when i was a kid,7,21,24
2160,i was driving by the house my ex — wife that i lived it ... for a few seconds it made them nostalgic about the past .,__nostalgic__,house my ex-wife and i lived,6,13,24
271,phone call from an Early equivalent .,__nostalgic__,call from an old friend,2,6,24
2737,"your family and i recently moved to a new house . during the move , we found a box full of our first child ’ s baby toys . your wife and i spent quite a while going through the baby toys of our 12 year old their a little teary - eyed",__nostalgic__,child's baby toys,24,28,24
2737,"my family and i recently moved to a new house ... during the move , we find a box full of our first children ' s baby toys . my wife and i spent quite a while going through the baby toys of our 12 year old , a little teary - eyed",__nostalgic__,child's baby toys,24,28,24
2333,your younger brother was playing an old gamecube game that i loved to play back when i was a kid . he brought back such great recordings .,__nostalgic__,old gamecube game,7,11,24
762,i found some pictures from when my family and i spoken in go on vacation together .,__nostalgic__,pictures from when my family and i used to go on vacation,4,15,24
2335,"when i played the new crash bandicoot remastered games , it made me remember the good times in your childhood",__nostalgic__,childhood,22,22,24
2411,i though an Early movie . it reminded me of the days of your youths .,__nostalgic__,saw an old movie,2,5,24
883,i felt a warm sensation of childhood when i went to a comic book store the other day . felt like m was a child all over again,__nostalgic__,comic book,13,14,24
1477,i went to the beach last week . felt like one of those times i went there with my family and had antique,__nostalgic__,went to the beach last week. felt like one of those times i went there with my family and had fun,2,23,24
1254,m remember being that college and environments around europe,__nostalgic__,college and traveling around europe,5,10,24
2600,"one badly when i was drinking accumulation , all the memories of my childhood kept coming backs",__nostalgic__,memories,11,11,24
2737,"my family and i recently moved to a new house ... during the move , we found a box full of our first child ' s baby toys . my wife and i spent quite a while going through the baby toy of our 14 year old , a little teary - eyed",__nostalgic__,child's baby toys,24,28,24
2884,i been listening to a throwback possessions playlist and it brought back some good memories,__nostalgic__,listening,3,3,24
2160,i was driving by the house my ex - lover and i lived it ... for a few seconds it made me nostalgic about the past .,__nostalgic__,house my ex-wife and i lived,6,13,24
875,i ' ve been thinking a lot about the vacations i ' ve had when i was younger with my family . i miss those times a woods .,__nostalgic__,vacations i've had when i was younger with my family,10,22,24
2884,m was listening to an throwback possessions playlist and he brought back some good memories,__nostalgic__,listening,3,3,24
1585,my friends and i started playing halo online forthcoming . it brought back so many great memories from the times we played on the xbox 360 .,__nostalgic__,memories,18,18,24
1845,listening to Early ceramics,__nostalgic__,listening to old music,1,4,24
138,m happy reading old letters despite population members,__nostalgic__,old letters from family,4,7,24
2792,"i went to a comic book convention the other day . amongst However those people , i felt like an children again .",__nostalgic__,comic book convention,5,7,24
689,i caught my daughter singing the spice girls when she was put . she thought it was a brand new song !,__nostalgic__,daughter singing the spice girls,4,9,24
186,every badly i see my ankles it reminds me for our childhood .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
1856,i felt a feeling of noactionsgia when We shared a glass of wine together .,__nostalgic__,shared a glass of wine together,11,16,24
2884,i been listening to an throwactions hits playlist and it brought back some good memories,__nostalgic__,listening,3,3,24
794,i found an old pictures of when your oldest daughter started screw 11 Years ago .,__nostalgic__,picture,5,5,24
941,"i am 32 now , so anytime that i go to a place that i did something when i was younger makes me whimsical and causes me to think about regarded past .",__nostalgic__,place that i did something when i was younger,13,21,24
875,i ' ve been thinking a lot due the vacations i ' ve had When i was younger with my family . i miss those times a woods .,__nostalgic__,vacations i've had when i was younger with my family,10,22,24
689,i caught your grandson singing the spice girls when she was little . he thought it was a brand new song !,__nostalgic__,daughter singing the spice girls,4,9,24
185,"when i went back to my home town and loses to the towns annual fair , it hasn ' t changed extensively so it felt like i went back to my overwhelming ...",__nostalgic__,home town and drove to the towns,7,13,24
2818,every christmas i get a bit memory driven for my moms excellant decroates around the house . m love driving around lookign at everyones .,__nostalgic__,decroates,18,21,24
2216,when going through some boxes their i found some of my childhood toys . they brought back memories of a happier time .,__nostalgic__,childhood toys,12,13,24
25,recalling the high transport days brings backs recordings,__nostalgic__,high school,3,4,24
2962,"i like going fishing , it reminds me of when i would go with my dad when i was a kid ...",__nostalgic__,reminds me of when i would go with my dad when i was a kid,7,21,24
2600,"one time when i was drinking coffee , However regarded recordings of my childhood temper coming back",__nostalgic__,memories,11,11,24
1447,"i been thinking due my old neighbourhood . specifically , the friends i had there growing up",__nostalgic__,"neighborhood. specifically, the friends i had there growing",7,16,24
264,m love chocolate cookies because my grams would always make them for me .,__nostalgic__,cookies,4,4,24
2737,"my family and i recently moved to a new house . during the move , we found a box full of our first child ' s baby toys . my wife that i spent quite a while dioxide through the baby toys of our 12 year old , a little tearsy - eyed",__nostalgic__,child's baby toys,24,28,24
1254,i remembers being in systems that traveling voted europe,__nostalgic__,college and traveling around europe,5,10,24
2670,We watched ” the land before time ” in group .,__nostalgic__,"watched "" the land before time",2,7,24
794,i found an old picture of when my oldest daughter started screw 11 years ago .,__nostalgic__,picture,5,5,24
2631,"i love listening to old ceramics , under backs recordings",__nostalgic__,old music,5,6,24
2765,m was reminiscing on my childhood with my mother .,__nostalgic__,reminiscing on my childhood,3,9,24
162,i really miss my family dog backs home i have not seen him in 2 years and really looking forward to seeing how much he has grown,__nostalgic__,family,5,5,24
185,"when i went back to my home town and drove to the towns annual ally , it oh ' t changed extensively so it felt like i went back to my childhood .",__nostalgic__,home town and drove to the towns,7,13,24
820,m was thinking due my wife and i ' s Second date .,__nostalgic__,thinking about my wife and i's second date,3,12,24
974,playing old video tests,__nostalgic__,playing old video games,1,4,24
974,playing old video tests,__nostalgic__,playing old video games,1,4,24
2160,i was driving by the house my ex - wife and i lived it . for a few seconds it made them nostalactions due the past .,__nostalgic__,house my ex-wife and i lived,6,13,24
1916,i was looking back through pictures online of them and my friends years ago . it made me kind of wish i could be back then for a little while .,__nostalgic__,looking back through pictures online of me and my friends years,3,13,24
1861,i was looking at Early picture of my friends and i . i sometimes wish m could go back to those days their at least for a while .,__nostalgic__,pictures of my friends,6,9,24
2474,most people know toys - r - us shut down completely recently ... it really made all my friends and m believe back on the times we being there .,__nostalgic__,friends,19,19,24
2120,i recently gotten together with some old college buddies and we just spend a weekend sitting around talking about the good ole times ...,__nostalgic__,together with some old college buddies,4,11,24
186,every time i sees my cousin it reminds me of our overwhelming .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
2371,i love going to disney world . it makes me remember all the wonderful memories i made There an a child .,__nostalgic__,going to disney world,3,8,24
186,every badly i see my cousin it reminds me of our childhood .,__nostalgic__,see my cousin it reminds me of our childhood,4,12,24
989,"i recently come to a steely dan concert with your lady , that it reminded me of those crazy days back When we used to get in so much trouble . times were so much simpler then .",__nostalgic__,crazy days,21,22,24
162,i extremely miss my family dog back home i has not seen him in 2 years and really foolish forward to seeing how much he has grown,__nostalgic__,family,5,5,24
1117,i was so scared when i went to watch regulatedjuring that the theatres . . become is one scary movie !,__terrified__,watch conjuring,9,12,30
2,m been late for a meeing .,__terrified__,late,3,3,30
914,i went to watch the annabelle movie in the theatres . it been worried scary and i was kicking myself for dioxide alone at night,__terrified__,annabelle movie,6,10,30
421,i been walking s of my room and the lights were off . all of a sudden a bat flew at me ...,__terrified__,bat flew,19,20,30
1668,"during a bad storm this past spring , we had a tornado track down in my neighbors yard . it sounded liked a train was going past my house as we hunkered down in the basement .",__terrified__,bad,3,3,30
416,i was attends last night by some bad storm ... they knocked out the power for a few hours .,__terrified__,bad storms,8,9,30
2934,i was dog argued at my dad ’ s house and i heard strange noises .,__terrified__,strange noises,14,15,30
1555,once during a snowstorm i had to rely in the airport . my taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to telling me all about how she would kill a man .,__terrified__,kill,43,43,30
1236,"recently this strange man was following them around the store , and then followed me out to the parking lot . he kept asking me dumb questions , i couldn ’ t tell if she was just awkward or sizing me up to rob me or what .",__terrified__,strange man was following,3,6,30
2318,"i have to take a plane trip next reel , m ' m not looking forward in it ...",__terrified__,plane trip,6,7,30
2308,my boyfriend and a couple friends went over to his mom ' s house to check on things . his brothers got into a glaring fight while we were there and my boyfriend jumped in the middle .,__terrified__,fight,26,26,30
2008,several years ago one of your neighbors dogs attacked me and i had to go to the hospital to get stitches .,__terrified__,dogs attacked,8,9,30
919,back year during an bad storm a tornado touched down across regarded street from our house . it sounded liked a freight train from the basement .,__terrified__,tornado touched down across the street,8,13,30
1135,i went jumping out of an airplane once ... it was one of the most crazy things i have ever done .,__terrified__,jumping out of an airplane,3,7,30
3017,"when i went into labor with your youngest child , while i was at the hospital , regarded baby ' s rain dropped and they told me that had to take me for an emergency c - section . it was one of the scariest days of my life . she is a happy and healthy three year old now .",__terrified__,heartbeat dropped,22,23,30
2457,there was a huge fungus On my Scene ! i think it was a wolf spider .,__terrified__,huge spider on my wall,4,8,30
63,Turning scares me !,__terrified__,moving,1,1,30
2860,my dad came home really drunk one night and wanted to get into a physical fight with everyone . i had to call the cops and hide in the bathroom until them came over ; i was so scared .,__terrified__,drunk one night and wanted to get into a physical fight,6,16,30
1595,"my dad called me one day crying out "" help me "" over and over . when i finally gotten to his house he had fallen . i took him to the hospital and he had bruised his ribs .",__terrified__,fallen,26,26,30
2860,your dad came home really drunk one night and wanted to get who a physical fight with everyone . i had to call the cops and hide in the bathroom until they came over ; i was so scared .,__terrified__,drunk one night and wanted to get into a physical fight,6,16,30
1370,"When i been 14 , i got crawled over by a truck .",__terrified__,ran over by a truck,8,12,30
1145,"i just had a lump in my neck . i had a biopsy and was worried it was cancerous . thankfulactions , after it was removed , it was determined to be a benign tumor .",__terrified__,lump in my neck,5,8,30
3017,"when i went into pig with my youngest child , while i was at the hospital , the baby ' s heartbeat dropped and they told me that had to take me for an emergency c - section . it was one of the scariest days of my life . she is a happy and healthy three year old now .",__terrified__,heartbeat dropped,22,23,30
1993,i was challenged to an dare by my best equivalent . i had to spend the night in an cometary with no flashlights or tents just a rolled up sleeping Il .,__terrified__,cometary,20,21,30
416,i was startled last night by possibly bad storms . they knocked s regarded power of a few hours .,__terrified__,bad storms,8,9,30
2951,dioxide through a clever storm in my city their nervous due damage to my house from strong winds and rain . i hope i can sleep tonight .,__terrified__,big storm,4,5,30
1920,my husband might loose his job . i ' m not sure what we will do if he does . his company is demosizing ...,__terrified__,husband,2,2,30
1898,"one day there were terrible tornado ' s in our city ! it destroyed homes and a school , and i was so petrified that fearful it would come by our home an well !",__terrified__,terrible tornado,5,6,30
968,one time my house started flooding from an hurricane !,__terrified__,flooding,6,6,30
1078,m ' m going horizondiving this weekend ...,__terrified__,skydiving,5,7,30
2291,i was in an wreck On the interstate .,__terrified__,wreck,5,5,30
798,i ' metre afraid i won ' t earn my goals in Life,__terrified__,goals,11,11,30
893,scared worried much for regarded return,__terrified__,future,6,6,30
991,"walking home alone from school one day , three young adults jumped in front of me and yelled in my twelve - year old face . m exclaimed the rest of the way back .",__terrified__,"alone from school one day, three young adults jumped in front of me and yelled",3,18,30
1587,last year my wife got into an accident and we only had one guns and i was so worried we wouldn ' t have a car to get to work,__terrified__,accident,8,8,30
93,regarded first dean in oklahactions,__terrified__,first tornado,2,3,30
366,i went in the zoo yesterday and one for regarded tigers criminal to go crazy with the ring leader !,__terrified__,tigers decided to go crazy,11,16,30
1750,a group of bad storms passed through here last week . there was tornadoes all over regarded place .,__terrified__,bad storms passed through here last week. there were tornadoes,4,14,30
2204,sees a mouse,__terrified__,mouse,3,3,30
503,i was home alone and playing an creepy vactions game . it wasnactions extremely expected to take that creepy of a turn .,__terrified__,alone,4,4,30
1920,my husband might loose his job . i ' m not sure were we will do if he does . his company is downsizing .,__terrified__,husband,2,2,30
2049,last night There was a really bad storm and it hesitant me . the power went out various times and it scary coincide close the lightning seemed to be .,__terrified__,bad storm,7,8,30
2144,i am worried scared to live that my neighborhood ... there is people that come around shooting their guns ...,__terrified__,neighborhood. there is people that come around shooting,9,17,30
914,i went to watch the annabelle movie that the theatres . he was so scary and i was kicked myself for going alone at night,__terrified__,annabelle movie,6,10,30
2971,i felt terrified today when i realized how far Dangerous i am on some assignments . i let them creep on me .,__terrified__,far behind i am on some assignments,9,15,30
1898,"one day there were horrible tornado ' s in our city ! it destroyed homes and a school , and i was so petrified and fearful it would coming by Our home as well !",__terrified__,terrible tornado,5,6,30
2725,a It pulled a realy big knife s on my Uncle at a gas station once .,__terrified__,pulled a realy big knife,3,8,30
1875,i have to fly out of town next reel . i do rather knew if i can fly and not looking forward to it,__terrified__,fly,4,4,30
2971,m felt terrified today when i realized how far behind i am on some assignments . i let them creep on them .,__terrified__,far behind i am on some assignments,9,15,30
2716,i was driving in the rain and my car hydroplaned ! i closed my eyes and consequences god i was the only car on the freeway !,__terrified__,car hydroplaned,9,13,30
1709,i leak terrified become my wife is dioxide to leave me,__terrified__,going to leave,8,10,30
2049,last night There was a really bad storm and it scared me . the power went out various times and it scary how close the lightning seemed to be .,__terrified__,bad storm,7,8,30
1589,i was scared in fly for the first time,__terrified__,fly for the first time,5,9,30
2492,"the other night , drunk bicyclists were following me home and laughing on the sidewalk . i was lock scared , especially since it was night .",__terrified__,"drunk bicyclists were following me home and laughing on the sidewalk. i was pretty scared, especially since it was night",5,29,30
2946,m moved into a new house that in the middle of the night heard this horrible screeching sound from the basement ... it was so bizarre ! turns out it was just the sump pump kicking in .,__terrified__,screeching,17,20,30
574,my friend got in a car crash a few days ago while i was in the car . it was definitely a scary superiors ...,__terrified__,crash,7,7,30
2112,m been scared in fly for the first badly,__terrified__,fly for the first time,5,9,30
2997,"i decided to watch the horror film ' insidious ' the other night . my husband was away for the weekend and i was alone . i sat with a glass of wine and watched the whole thing . it was a great story but it did scare me a few times . after the film , i switched everything off and headed to bed . it was concerned that i started hearing noises and seeing shadows and had myself convinced that someone or something was in the house . of course it was all my vivid imagination but at the time i frightened the life out of myself . m ended up sleeping with all the lights on !",__terrified__,horror film,6,7,30
1731,getting woke up that the middle of the Night was scary as heck,__terrified__,woken,2,2,30
3017,"when i went into labor with my youngest child , while i was at the hospital , the baby ' s heartbeat fix and they cried me that had to take me for an emergency c - section . it was one for the scariest days of my life . she is a happy and healthy three year old Now .",__terrified__,heartbeat dropped,22,23,30
1243,"there was a guy at a place i worked at that was stalking me . he would write me creepy letters , coming by to talk to me , and try to follow me home .",__terrified__,"stalking me. he would write me creepy letters, come by to talk to me, and try to follow",13,33,30
178,"we were at a wedding a few weeks ago and everyone was having a great time . my 3 year old niece been dancing to the music while eating a carrot and started to choke on the carrot . it was one of the scariest moments ever . she is ok though , someone was able to help her",__terrified__,niece was dancing to the music while eating a carrot and started to choke,22,36,30
2049,last night there was a really bad storm and it scared me . the Prime went s several times and it scary how close the lightning seemed to be .,__terrified__,bad storm,7,8,30
2971,i felt terrified today when i realized how far behind i leak on possibly assignments . i let them creep on me .,__terrified__,far behind i am on some assignments,9,15,30
1255,last night there was a terrible thunderstorm . i terriblyplugged all my computers and electronics . then there was a Comes bang and i heard my electrical box make a loud click . i think my house was electrocuted !,__terrified__,thunderstorm. i unplugged all my computers and electronics. then there was a loud bang and i heard my electrical box make a loud click,7,36,30
1555,once during a snowstorm i had to go to the airport . my taxi driver decided that driving on the highway in the centre of nowhere late at night was the perfect time to tell me all about how he would kill an man .,__terrified__,kill,43,43,30
2672,i got in my first bad car accident . the other person crawled a red and slammed into the commercial of my car .,__terrified__,bad car accident,6,8,30
1078,i ' m going horizondiving this weekend .,__terrified__,skydiving,5,7,30
1750,an group of bad storms passed through here back reel . there were tornadoes all over the place .,__terrified__,bad storms passed through here last week. there were tornadoes,4,14,30
