,original_situation,emotion,cause_span,start_index,end_index,emotion_label
913,my dog doesn bark unless sees strangers . moved out last and lately my dog has been barking / growling at our door . i am the only person living the .,__terrified__,dog has been barking/growling at our basement door,15,24,30
503,i home and playing a creepyr game . itt really expected to take creepy of a turn .,__terrified__,alone,4,3,30
968,time my house flooding from a hurricane !,__terrified__,flooding,4,4,30
2291,i was a wreck on the interstate .,__terrified__,wreck,4,4,30
1236,"recently this strange man was me around the store , then followed me out the parking lot . kept me dumb questions , i couldn ' t tell if he just awkward or sizing rob or what .",__terrified__,strange man was following,3,5,30
1370,"when was 12 , i got ran over by a .",__terrified__,ran over by a truck,7,10,30
1060,"time someone came to my with a gun . to the house for money i didn ' t have any , so took some items from the house",__terrified__,someone came to my door with a gun,2,9,30
1746,"time while i was camping , there giant rattle snake trying to attack us",__terrified__,rattle snake,9,11,30
2505,felt while i was watching paranormal activity,__terrified__,watching paranormal,5,6,30
914,went watch annabelle movie in the theatres . it was so scary was kicking myself for going alone at night,__terrified__,annabelle movie,3,7,30
1236,"this strange man was following me around the store , and then followed me out to the lot . he kept asking me dumb questions i couldn if he just or sizing me up to rob what .",__terrified__,strange man was following,2,5,30
1589,i was scared to fly for the time,__terrified__,fly for the first time,5,9,30
2971,i felt terrified today i how far behind i am on some assignments . i let them creep on,__terrified__,far behind i am on some assignments,7,13,30
421,walking out of my room the lights were off all of a sudden a bat flew at me .,__terrified__,bat flew,15,16,30
1451,up the stairs in the dark when i was a kid,__terrified__,running up the stairs in the dark,2,7,30
2923,"honestly , it ' s probably because i spend too much on the creepy subred should better . a few nights ago after through a few threads , i was smoking a cigarette the street at 3am . after a few minutes , i what looked a drone flying straight toward me , and i swear my blood cold .",__terrified__,drone flying,50,51,30
2690,i walking home one day and was passing a house been empty a while . as i passing a very large came charging barking very loudly at me .,__terrified__,passing a house that had been empty for a while. as i was passing a very large dog came charging out barking,8,30,30
2992,once when i was a kid i caught in a riptide with . i was so scared ! i was a strong swimmer and was get us to shore .,__terrified__,caught in a riptide,8,12,30
968,time house started flooding from a hurricane !,__terrified__,flooding,4,4,30
968,one time my started flooding from hurricane !,__terrified__,flooding,5,5,30
954,i went to the in the middle of the and i felt thing fly right into my face . screamed so loud woke my up,__terrified__,bathroom in the middle of the night and i felt a thing fly,6,17,30
914,went to watch the annabelle movie in theatres . it was scary and was kicking myself going alone at night,__terrified__,annabelle movie,5,9,30
817,i went on a airplane the day .,__terrified__,airplane,5,5,30
2144,i am so to live my neighborhood . there is people that come around their guns,__terrified__,neighborhood. there is people that come around shooting,7,14,30
178,"we were at a wedding few ago and everyone was having a time my 3 year old niece was dancing to the music while eating a carrot and to choke on car it was one of theiest ever . she ok , someone was able to help her",__terrified__,niece was dancing to the music while eating a carrot and started to choke,18,32,30
1051,last was on porch at 4 am . i suddenly noticed a large dressed in black approaching me . my heart was in my mouth !,__terrified__,figure dressed all in black approaching,15,19,30
1875,i have to fly out town next . i do know i can fly and not looking forward to it,__terrified__,fly,4,4,30
1595,"my dad called one out "" help me and over when finally got to his he had fallen . i took him to the hospital and he had bruised his ribs .",__terrified__,fallen,18,18,30
991,"walking home alone school one day , young adults in front me and yelled in my twelve - year face . i the rest of the way .",__terrified__,"alone from school one day, three young adults jumped in front of me and yelled",3,18,30
2144,i so to live in my neighborhood . there people come around shooting their guns .,__terrified__,neighborhood. there is people that come around shooting,7,15,30
1682,i was really when irma came through florida last year was a pretty horrible experience .,__terrified__,hurricane irma came,6,8,30
2716,driving in the rain my carydroplaned ! i closed my eyes and thank god i only car on the freeway !,__terrified__,car hydroplaned,6,10,30
209,"the other night my boyfriend and i watched the film "" within on net and i was pretty scared trying to asleep",__terrified__,film,10,10,30
2505,felt scared while i was watching activity,__terrified__,watching paranormal,6,6,30
2,i was late for meeing .,__terrified__,late,3,3,30
1972,i was so went to watch the conjuring movie . i went at night and alone such a idea,__terrified__,watch the conjuring movie,6,11,30
2726,i have been too scared leave my house because of panic and .,__terrified__,leave my house,6,8,30
2716,was driving in rain and my car hydroplaned ! i my eyes and thank god i only car the freeway !,__terrified__,car hydroplaned,7,11,30
1899,had to kill a giant spider yesterday,__terrified__,giant spider,5,6,30
1060,one came my door with a gun . he the house asking for money but didn ' t have any so he took some items from the house,__terrified__,someone came to my door with a gun,3,9,30
2049,last night a really storm and it scared me . the power out several and it scary how the lightning seemed to be .,__terrified__,bad storm,6,6,30
1639,i am scared of the warming .,__terrified__,global warming,7,7,30
1920,my husband might job ' m not sure what we will do if he does . his company downsizing .,__terrified__,husband,2,2,30
93,the first tornado inlahoma,__terrified__,first tornado,2,3,30
2716,i was driving in the rain and my carplane ! i closed my eyes and thank god i was the on the freeway,__terrified__,car hydroplaned,9,12,30
2291,i in a wreck on the interstate .,__terrified__,wreck,4,4,30
860,i have been practicing for marathon and am starting to my best time !,__prepared__,practicing for a marathon,4,7,25
610,after meditating felt ready,__prepared__,meditating,2,4,25
2150,"have a big exam , have been studying crazy . i i do well , need to good on this exam .",__prepared__,"exam, i have been studying like crazy",4,11,25
2814,today was a bad day but fortunately i prepared .,__prepared__,bad day,4,5,25
2310,weekend i will be a marathon . i have worked so hard these past few for .,__prepared__,worked so hard,10,12,25
10,going on vacation and i am done packing 2 days leave i usually scramble night before .,__prepared__,vacation and i am done packing 2 days,3,10,25
1537,i feel very for my college exam .,__prepared__,college exam,6,7,25
1082,tomorrow,__prepared__,exam tomorrow,2,2,25
1457,the last vacation i took i had to pack luggage for family 6 and get the rental car and and hotel all went smoothly,__prepared__,pack luggage for a family of 6 and get the rental car and plane and hotel arrangements,9,24,25
2310,this i will be in . i have so hard these past few months for it .,__prepared__,worked so hard,10,11,25
2310,this weekend i will in a marathon . i worked so these past few for it .,__prepared__,worked so hard,10,11,25
951,"when went with my son , was quite the ordeal . he was coming way too early and we had to rush get him . thankfully , i had everything packed before !",__prepared__,already packed,33,33,25
951,"when i went into son , it was quite the . he was coming way too early and we had to to get him . thankfully , i everything packed beforehand !",__prepared__,already packed,32,32,25
2150,"i have big exam , i have been studying like crazy . do well , i need to good this exam .",__prepared__,"exam, i have been studying like crazy",4,11,25
115,i ' m going camping this weekend i ' going make sure that i have of the supplies that i .,__prepared__,camping this weekend. i'm going to make sure that i have all of the supplies,5,22,25
1797,remembered to bring an,__prepared__,umbrella,6,5,25
1397,i ' m ready hurricane season i have my kit ready everything .,__prepared__,ready,4,4,25
791,when i interview for my i did i to get ready . i doubt i could have done much more to get ready for the .,__prepared__,done much,18,19,25
1967,i was for the first i got into car crash . i had everything i perfectly read,__prepared__,car crash,9,10,25
493,i have an interview with boss . i have all my work from the past month .,__prepared__,interview with my boss tomorrow. i have compiled all of my work,4,16,25
880,i always all the ingredients the before i start to cook . want to know that i am all for it,__prepared__,get all the ingredients,4,6,25
1182,"was waiting for a subway , but it passed me itnked continuously , i din ' move a muscle .",__prepared__,move a muscle,19,21,25
1397,' m ready for hurricane season . i have my ready and .,__prepared__,ready,3,3,25
115,i ' m going camping this weekend . ' m going to make sure all of supplies that i need .,__prepared__,camping this weekend. i'm going to make sure that i have all of the supplies,5,22,25
1982,' ve already gotten school supplies ! i am to kill this semester .,__prepared__,gotten my school supplies,4,7,25
771,we went camping this summer . my made fun of me for packing so but changed his tune when out he forget the opener and i one !,__prepared__,packing,13,13,25
2292,before i left the country i paid my bills and rent for 2 months . maybe i should listed airn instead .,__prepared__,paid my bills and rent ahead,7,11,25
1398,"had my finals last week , and i like for it felt so nice walking into that room and calm .",__prepared__,studied like crazy,10,10,25
2514,school for my kids started this past thday . i actually had all their supplies of clothes in time .,__prepared__,started,5,5,25
115,i m going camping this weekend . i ' m going make sure that i have the supplies that i .,__prepared__,camping this weekend. i'm going to make sure that i have all of the supplies,4,21,25
2746,"in my family at me b / c i am super organized person i like routine in my life . i always that i use to be a boyscout b / c "" always be prepared",__prepared__,super organized person,11,13,25
208,i everything back to school supplies for son . i also have his outfit picked out the first day of school .,__prepared__,everything ready for back to school supplies for my son. i also have his outfit,2,17,25
1901,"when rain down in our area , i was ready for the flooding that going to happen .",__prepared__,ready for the flooding,10,13,25
2985,battled the at the store in and i won ! the kids are ready for school tomorrow !,__prepared__,crowds at the huge store,4,7,25
797,i have a certification coming up and i think i ' ll !,__prepared__,certification exam,4,4,25
564,"i had huge exam was coming up , and i study for for it",__prepared__,study for weeks,11,12,25
1050,i for school start ! i can ' t wait to teach my first class .,__prepared__,school to start,3,5,25
921,we are suppose to be having a bad storm this weekend . been stocking up food and supplies . feel ready the worst,__prepared__,stocking up on food and supplies,14,20,25
10,going and i done packing 2 days before i leave . i usually scramble the night before,__prepared__,vacation and i am done packing 2 days,3,9,25
1420,i studied for hours for an interview . felt confident and ready to ace it !,__prepared__,studied,2,2,25
1537,i feel very ready for college exam .,__prepared__,college exam,6,7,25
1967,i was ready the first time i got into crash . i had everything i needed read,__prepared__,car crash,11,11,25
278,i studied all week for this exam . i ' m feeling good how i ' going to do on .,__prepared__,studied all week,2,4,25
190,i have been saving money and now have for emergency .,__prepared__,saving,4,4,25
2968,i to set ingredients at the cooking table last night before i cook i like seeing it like that,__prepared__,set all the ingredients,3,6,25
1935,i have and i am ready to my test soon,__prepared__,studied,4,3,25
2348,when i was studying my math . spent a couple for it and felt confident when taking thets .,__prepared__,studying,4,4,25
16,i want to all the neatly lined up on table i start to cook . am very through that way,__prepared__,ingredients,7,6,25
2150,"i have big , i have been studying like crazy i hope i do , i need to good this exam .",__prepared__,"exam, i have been studying like crazy",5,11,25
2310,this weekend i be in a marathon . have hard these past few months for it .,__prepared__,worked so hard,11,12,25
1538,i am ready to startting the rest of my house .,__prepared__,start renovating the rest of my house,5,13,25
742,i knew ready for my college exam .,__prepared__,ready for my college exam,3,7,25
1457,last vacation i took i to pack luggage for family of 6 and the rental car and plane and hotel and it all smoothly,__prepared__,pack luggage for a family of 6 and get the rental car and plane and hotel arrangements,7,22,25
1050,i am ready for school to start ! i ' t to teach my first .,__prepared__,school to start,5,7,25
1461,"the last interview i to , studied the company , as well the role . i felt like had the info i needed succeed",__prepared__,studied,7,7,25
1398,"i had my finals week , and i studied like crazy for it so nice walking that room and feeling .",__prepared__,studied like crazy,9,11,25
1050,i am ready school to start i can ' t wait to teach my first class,__prepared__,school to start,4,6,25
880,i always get the ingredients on the table before i . i want to know that i am set for it,__prepared__,get all the ingredients,3,6,25
1233,prepared my final .,__prepared__,final,3,3,25
888,i down my notes a double a4 paper now i just have to for the exam in next 5 minutes .,__prepared__,written down my notes,3,5,25
2447,"when i lived in califoia the on whose land i lived me to organized and have valuable . together case a big earthquake hit . also stockpiled batteries , water etc .",__prepared__,organized and have valuables,17,20,25
2920,"i for long road , and had everything i would to hopefully avoid excessive stops .",__prepared__,packed,3,2,25
190,i have been money and now have enough any emergency .,__prepared__,saving,5,4,25
791,when i interviewing for job i did all i could get ready i i could have much more to get ready for the interview .,__prepared__,done much,19,19,25
1537,i feel very ready for college exam .,__prepared__,college exam,6,7,25
950,i ' ve so busy and getting everything for our soon . i like being 10 steps ahead .,__prepared__,packing and getting everything cleaned,7,9,25
1537,i feel very ready for my exam .,__prepared__,college exam,8,8,25
950,' ve been so busy packing and getting everything for move soon . like being 10 steps ahead .,__prepared__,packing and getting everything cleaned,6,9,25
1698,am always prepared because hate to not be .,__prepared__,always,2,2,25
2885,"yesterday i felt so great , that i was to face any challenges that could at me",__prepared__,great,5,5,25
2150,"i have a big exam i studying like crazy i hope i well , i need to good on this exam .",__prepared__,"exam, i have been studying like crazy",5,12,25
1184,"packed a road trip , and had everything i would need to hopefully excessive stops .",__prepared__,packed,1,1,25
2130,im big party this weekend and everything is ready and paid for . think i did on the planning such .,__prepared__,planning,19,19,25
1397,i ' ready for hurricane season . have my ready and everything .,__prepared__,ready,3,3,25
610,after meditating i felt,__prepared__,meditating,2,4,25
1457,the last vacation i took i pack luggage for a family 6 and get the and plane and hotel arrangements and all went smoothly,__prepared__,pack luggage for a family of 6 and get the rental car and plane and hotel arrangements,7,23,25
2596,i packed a sandwich i went to work,__prepared__,packed a sandwich,2,4,25
204,##lidy,__prepared__,holidy,2,3,25
1967,i was ready for first time i a car crash . i had everything i perfectly read,__prepared__,car crash,9,10,25
1901,"when the rain down hard in our area , i for the flooding that was to happen .",__prepared__,ready for the flooding,12,14,25
2569,my job interview i researched the company and what all do .,__prepared__,researched the company,5,7,25
2243,i am starting my exams fy next week,__prepared__,starting,3,3,25
1301,have never been ready like this an in my entire life .,__prepared__,ready like this for an exam,4,8,25
1819,i have all ingredients for my dinner party now i am getting ready to prepare feast,__prepared__,ingredients for my dinner party,4,8,25
2197,"to a game earlier this , i put a blanket in my purse . i also had snacks and a tablet for my year old .",__prepared__,blanket in my purse. i also had snacks and a tablet,10,22,25
866,i have an exam in septber,__prepared__,exam,4,4,25
1967,i was ready the time i got into car crash . i had i needed perfectly read,__prepared__,car crash,9,10,25
1082,tomorrow,__prepared__,exam tomorrow,2,2,25
1461,"the last interview went to , studied the company , as as the role . i like i had all the info needed to",__prepared__,studied,7,7,25
888,i written my notes on double sided a4 now i just have to wait for the exam in the 5 .,__prepared__,written down my notes,2,5,25
1871,feel ready coming work week . i have all my materials set,__prepared__,all my materials set,9,12,25
1844,i was at gym some close grip bench presses and felt so easy,__prepared__,gym doing some close grip bench,4,9,25
950,ve been so busy and everything cleaned for our move soon . i like being 10 steps ahead .,__prepared__,packing and getting everything cleaned,6,9,25
1184,"i packed for a long road trip , had everything i would to hopefully avoid .",__prepared__,packed,2,2,25
880,i always get the on the table before start to cook i want to know that i all set for it,__prepared__,get all the ingredients,3,5,25
1082,tomorrow,__prepared__,exam tomorrow,2,2,25
866,i have an in september,__prepared__,exam,5,4,25
2197,"we to a hockey game this year , i put a in my purse . i also had snacks a tablet for my five year old",__prepared__,blanket in my purse. i also had snacks and a tablet,13,24,25
2130,im having big party this weekend and and paid for . i think i did well on planning and such .,__prepared__,planning,18,18,25
2529,i had phone interview for a job went very well .,__prepared__,phone interview,3,4,25
1538,i ready to start renovating the rest my house .,__prepared__,start renovating the rest of my house,4,12,25
1698,am prepared because i hate to not be .,__prepared__,always,3,2,25
2130,im having big party weekend and everything is and paid for . i think i did well the planning such .,__prepared__,planning,19,19,25
1698,i prepared because i hate to not be .,__prepared__,always,3,2,25
1082,tomorrow,__prepared__,exam tomorrow,2,2,25
2746,"in my family laughs at b / c i am a organized person and i like routine my life i always joke i use to be a boyscout b / c their motto "" be """,__prepared__,super organized person,13,14,25
1441,"i packed for a long road trip , had i would need to avoid excessive stops",__prepared__,packed,2,2,25
1420,studied for 2 hours for an online interview . i felt confident and ready it !,__prepared__,studied,1,1,25
115,i ' m going camping this . i ' m going to make that i all supplies that i need .,__prepared__,camping this weekend. i'm going to make sure that i have all of the supplies,5,22,25
1819,i all my ingredients for my and now i getting ready to prepare a feast !,__prepared__,ingredients for my dinner party,4,6,25
1072,"i always i have everything we need when we on vacation . packed medication , sunscreen , food and water . good think did because broke down and couldn ' t get for several .",__prepared__,everything we need when we go on vacation. i packed,5,15,25
818,taking exams can be stressful that is why studied everyday until testing day .,__prepared__,studied everyday,10,11,25
1538,i am ready to start reting the rest of my house,__prepared__,start renovating the rest of my house,5,13,25
1301,i never been ready like this for an exam in entire life,__prepared__,ready like this for an exam,4,9,25
510,was watching my girlfriends son for the and to of a fun activity we could do together . i decided we cook got everything before he came over,__prepared__,watching my girlfriends son,2,6,25
1301,have never ready like this for an exam in my life .,__prepared__,ready like this for an exam,3,8,25
1082,tomorrow,__prepared__,exam tomorrow,2,2,25
2679,i had just packed a roadside emergency kit my car whenstorm hit and stranded me on a road,__prepared__,packed a roadside emergency kit,4,9,25
950,i ' ve so busy packing and cleaned for our move soon i like being 10 steps ahead .,__prepared__,packing and getting everything cleaned,6,10,25
1050,i ready for to ! i can ' t wait to teach my first class .,__prepared__,school to start,5,5,25
2885,yesterday i so great i was ready to face any challenges that life could at me .,__prepared__,great,4,4,25
2514,school for kids started this pastursday . i actually had all of their and plenty of new clothes in,__prepared__,started,4,4,25
2583,i am planning a trip to dis i on writing everything that could need out i don ' t forget it .,__prepared__,planning a trip to disney. i plan on writing,3,14,25
1072,i always make sure everything we need when we go on . i packed medication sunscreen extra food and . think i did because we broke down and couldn ' t get for hours .,__prepared__,everything we need when we go on vacation. i packed,5,15,25
1441,"packed for a long road trip , had everything would need to hopefully avoid excessive stops",__prepared__,packed,1,1,25
1182,"waiting for subway train , but as it me it honked continuously , i din ' t move a muscle",__prepared__,move a muscle,20,22,25
951,"when i went into labor with son it was quite the ordeal . he was coming early and had to to get him out . thankfully , had everything packed beforehand !",__prepared__,already packed,32,32,25
2920,"packed for a long road , had everything i would need to hopefully excessive stops .",__prepared__,packed,1,1,25
2197,"when we went to a hockey game this year , i a in my i also had snacks and a for my five year old .",__prepared__,blanket in my purse. i also had snacks and a tablet,14,24,25
722,i speech to try and get funds to run for local . i had long and hard to soundpped but also authentic .,__prepared__,giving a speech to try and get funds to run for local office. i had worked long and hard to sound prepped but also authentic,3,28,25
1500,"i packed a long trip , and had everything i would need to hopefully avoid stops",__prepared__,packed,2,2,25
2523,have a job interview next that i have getting ready for .,__prepared__,job interview next week that i have been getting ready,3,12,25
1871,feel ready for the coming work week . i have my materials,__prepared__,all my materials set,12,13,25
281,"have done all my paper work for my tomorrow , i can relax until tomorrow .",__prepared__,done all my paper work,2,6,25
1537,i feel very for my college exam .,__prepared__,college exam,6,7,25
880,i get ingredients on the table before i start to cook . i want know that i am all set for,__prepared__,get all the ingredients,2,5,25
2243,i am starting my exams ony next week,__prepared__,starting,3,3,25
2583,i am planning a trip to disney i writing everything that i could need out so i don ' t it,__prepared__,planning a trip to disney. i plan on writing,3,14,25
791,when i was interviewing for my job i did i ready . doubt i could have done much more to ready for the interview .,__prepared__,done much,18,19,25
697,i prepared help my family financially whenever they need it,__prepared__,help my family financially,3,6,25
1871,i feel ready for coming work week . i have all my,__prepared__,all my materials set,11,12,25
564,"had a huge exam that was coming up , i study for weeks it",__prepared__,study for weeks,11,13,25
1537,i feel very ready for my college exam,__prepared__,college exam,7,8,25
2529,i had phone interview for a . went very well .,__prepared__,phone interview,3,4,25
190,i have been saving and now have enough any emergency .,__prepared__,saving,4,4,25
1537,i feel very for my college exam .,__prepared__,college exam,6,7,25
2746,"everyone in my family laughs at b c i am a organized person and i like routine in my life . i always joke i use to be a boysut / c their motto "" always be",__prepared__,super organized person,13,14,25
1960,"i ' ve got all of my bags , passport ready , and i ' m not leaving for next .",__prepared__,"bags packed, passport ready",8,12,25
1960,"i ' ve got all of my bags packed , ready , and not even leaving for vacation until next .",__prepared__,"bags packed, passport ready",8,12,25
2243,am my exams on friday next week,__prepared__,starting,3,2,25
208,i everything ready for back to school for my son . i have his outfit picked for the first day school .,__prepared__,everything ready for back to school supplies for my son. i also have his outfit,2,17,25
1797,remembered bring an umbrella,__prepared__,umbrella,4,4,25
1871,i feel ready the coming work week . i my materials set,__prepared__,all my materials set,11,13,25
2029,i a nice surprise dinner my grandent 50th anniversary last weekend .,__prepared__,arranged a nice surprise dinner,3,6,25
201,i am camping tomorrow . the car already packed !,__prepared__,packed,9,9,25
238,"one time i wanted butler into thinking he had won lottery . so i taped the previous day ' s newscast about the winning numbers and bought a those , gave it to my butler , and watched the day ' announcement with him",__prepared__,"bought a ticket with those numbers, gave it to my butler, and watched",27,41,25
950,ve been so packing and getting everything cleaned for move soon . i like being 10 steps ahead .,__prepared__,packing and getting everything cleaned,4,8,25
2447,"when i lived in cafornia the farmer on whose land i encouraged me to get organized and haves etc in case a big . he also stockpiled , water etc .",__prepared__,organized and have valuables,19,23,25
1537,i feel very ready for my college exam,__prepared__,college exam,7,8,25
1301,have been ready like this for an exam in my entire .,__prepared__,ready like this for an exam,3,8,25
1441,"i a long road trip , and had everything i need to hopefully avoid excessive stops",__prepared__,packed,3,2,25
853,i was totally ready my garage sale,__prepared__,garage sale,6,7,25
281,"i have done all my work for my exam , now can relax until tomorrow .",__prepared__,done all my paper work,3,7,25
797,i have a coming up and i think i ' ll do !,__prepared__,certification exam,5,4,25
2310,weekend i will a marathon . i have worked so hard these past few months for it,__prepared__,worked so hard,9,11,25
1684,i am ready take on world today .,__prepared__,take,4,4,25
1935,i studied i am ready to take my test soon,__prepared__,studied,2,2,25
208,i have everything ready for back to supplies for my . i also have outfit out for the first of school .,__prepared__,everything ready for back to school supplies for my son. i also have his outfit,3,18,25
797,i have a certification exam coming up think i ' ll well !,__prepared__,certification exam,4,5,25
204,holid,__prepared__,holidy,1,2,25
1082,exam,__prepared__,exam tomorrow,1,1,25
567,i ' m always doing things to of the future,__prepared__,take care of the future,9,12,25
853,was totally ready for my garage sale,__prepared__,garage sale,6,7,25
901,one time i studied all night for final exam,__prepared__,studied,4,4,25
1072,"i always sure have everything we need when go on vacation . i medication , sunscreen , extra food and water . good i did because we broke down and t get for several .",__prepared__,everything we need when we go on vacation. i packed,5,14,25
1500,"i for a long road , and had i would need to hopefully avoid stops .",__prepared__,packed,3,2,25
32,i ' m spent all to write my thesis i can ' t wait to get time to start .,__prepared__,spent all summer getting ready,4,5,25
2310,this weekend i will be in a marathon i have worked hard past few months it .,__prepared__,worked so hard,11,13,25
456,i moving out this country and i ' m worried about my university,__anxious__,moving out of this country soon and i'm worried about my university,2,15,4
2724,one time i had an person interview a job . i did not really feel it,__anxious__,interview for a job. i did not really feel prepared,7,16,4
769,i am on a new diet for my lup and is critical that this work b / c the steps take care my lup are very powerful that don ' t want to take,__anxious__,lupus and it is critical that this work b/c the next steps to take care of my lupus,9,31,4
1949,i have big coming up and i can t get these butterfly feelings to away .,__anxious__,big date coming,3,5,4
2635,when left my key in my car the mechanic was left wondering,__anxious__,key,4,4,4
133,i am really nervous about upcoming job interview . i am concerned i screw up,__anxious__,job interview,7,8,4
83,i felt really when pulled me over last . i thought i was in trouble,__anxious__,cops pulled me over last week. i thought i was in trouble,6,17,4
2278,"my had to overnight at the vet recently they had to keep her for x - rays , was so worried",__anxious__,x-rays,16,18,4
323,i had to give a at school .,__anxious__,presentation,7,6,4
1678,i felt really about my job interview september .,__anxious__,interview back in september,7,13,4
458,the day i forgot to my anti - medication . it didn ' t affect me too until the morning .,__anxious__,anxiety medication,10,10,4
1692,i job interview other . i was so nervous but excited at the same time !,__anxious__,job interview,2,3,4
55,i am about to take cross country flight . i always get mildly nervous when,__anxious__,cross country flight,6,8,4
2706,a little nervous about my court date .,__anxious__,court date tomorrow,6,7,4
347,i start back at work soon . the of year always has me on edge .,__anxious__,back at work soon,3,6,4
769,i on a new diet my lup and it is that this work b / c the steps to take care of my lupus are very i don ' t want to take,__anxious__,lupus and it is critical that this work b/c the next steps to take care of my lupus,7,30,4
183,i had a job interview .,__anxious__,job interview,4,5,4
2635,when left my in my car for the mechanic i was wondering,__anxious__,key,5,4,4
323,had to give a presentation at school .,__anxious__,presentation,5,5,4
827,i went to thetist yesterday to a cavity filled . i was extremely about going after being that was close to nerve .,__anxious__,dentist yesterday to have a cavity filled,6,12,4
1692,i had a interview the other . was so nervous but excited at the same time,__anxious__,job interview,5,5,4
1676,i was waiting in the waiting room last job interview .,__anxious__,job interview,9,10,4
1324,i in a car accident and now have anxiety every time i drive,__anxious__,car accident,4,5,4
1351,"last summer when i took my drivers , i was so nervous that i .",__anxious__,drivers test,7,7,4
2786,i was planning going to a concert last night i ' t go because ended up not wanting to go myself . i feel like i m to regret not going .,__anxious__,planning on going to a concert,3,8,4
1347,im nervous taking a test soon,__anxious__,test,5,5,4
1650,i was about to check my i had an anxiety to it,__anxious__,check my result,5,6,4
133,i am really about my upcoming job interview . i am i might it up,__anxious__,job interview,7,8,4
2168,school starts a week from i am getting fairly nervous !,__anxious__,school starts a week,1,4,4
1324,i got a accident and now i have anxiety attacks time i drive,__anxious__,car accident,5,5,4
2101,i waiting it is the worst thing if im waiting more than 5 minutes im getting really anxious,__anxious__,"waiting it is the worst thing for me, if im waiting more than 5 minutes",2,17,4
786,once i had an interview for a . i didn ' feel prepared for at all,__anxious__,interview for a job. i didn't feel prepared,5,15,4
1365,my cat had to surgery on her leg and was so scared and worried her,__anxious__,surgery on her leg,5,8,4
635,i ' very socially awkward,__anxious__,socially awkward,4,5,4
1718,i have a job interview lined up next week . i am so nervous it .,__anxious__,job interview,4,5,4
133,i am really nervous about my upcoming job interview . i concerned i might it,__anxious__,job interview,8,9,4
1734,i have tooth ache . i need to go to the den do not want to,__anxious__,dentist but do not want,12,17,4
1052,brother and sister having baby and today is the gender reveal . our family cant wait to see the gender .,__anxious__,gender reveal,10,11,4
133,i am really nervous about my job . am concerned i might screw it up,__anxious__,job interview,7,7,4
905,one time i was so to look at grade for my exam,__anxious__,grade for my final exam,9,13,4
2733,anxious : can ' t help feel stressed about,__anxious__,money,11,10,4
458,the other i forgot to take - anxiety . it ' t affect me too bad until the next morning .,__anxious__,anxiety medication,8,8,4
551,sister is another baby ! i t wait to meet her ! this will be her fourth child .,__anxious__,baby,4,4,4
2724,one time i had an in person interview job . did not really feel prepared it,__anxious__,interview for a job. i did not really feel prepared,8,18,4
2706,im a little nervous my court date tomorrow,__anxious__,court date tomorrow,6,8,4
2617,"my husband usually a large bonus each year around this time , but ' s no guarantee it hard waiting , and knowing !",__anxious__,"gets a large bonus each year around this time, but there's no guarantee. it's hard waiting, and not knowing",5,29,4
55,am about to a cross country flight . i always mildly nervous when flying .,__anxious__,cross country flight,5,7,4
2262,"i been working on a big proposal for weeks . , have to the presentation to client and in - front my team .",__anxious__,big,6,6,4
2635,when i left my in my car the mechanic i was left,__anxious__,key,6,5,4
2262,"i been working on a big proposal for weeks . , i have give presentation client and in - front of my team .",__anxious__,big,6,6,4
1351,"last summer when i took my test , i was so that would fail .",__anxious__,drivers test,8,8,4
183,i had a video interview .,__anxious__,job interview,6,6,4
2394,i had meeting with a doctor this . i hate meeting new doctors .,__anxious__,meeting with a new doctor,3,7,4
1981,' ve been having anxiety attacks,__anxious__,anxiety,5,5,4
133,i am really nervous about upcoming job interview i concerned i might screw it up,__anxious__,job interview,7,8,4
763,i ' ve to see orthopedic surgeon . he has suggested an operation my . i ' m worried about it surgery is quite stressful .,__anxious__,orthopedic surgeon. he has suggested an operation,6,16,4
1981,i ' ve having anxiety attacks,__anxious__,anxiety,5,5,4
1822,"i been feeling really nervous for the past days andt quite why , nothing is specifically going wrong on the other hand it feels like something going wrong",__anxious__,feels like,25,26,4
1826,"i ' m an introvert , so being new situation and new people puts me edge .",__anxious__,faced with a new situation and new people,11,17,4
133,i am really nervous about upcoming job . i concerned i might screw it up,__anxious__,job interview,7,7,4
2617,"husband usually gets a large each year around this , but there ' s no guarantee . it s hard waiting , and knowing",__anxious__,"gets a large bonus each year around this time, but there's no guarantee. it's hard waiting, and not knowing",3,28,4
905,one time i was so nervous look at grade for final exam,__anxious__,grade for my final exam,9,13,4
453,tomorrow i start new job teaching kids . i really hope goes well,__anxious__,start my new job,3,6,4
2095,my eye itchy and eyelid is droopy,__anxious__,eye is itchy and my eyelid,2,9,4
2278,"my cat had to stay overnight at thet recently . they keep her for x rays , i so worried .",__anxious__,x-rays,16,18,4
2456,"m starting a new job next week , and i am nervous .",__anxious__,starting a new job next week,2,7,4
2635,i left my key in car for the mechanic i left wondering,__anxious__,key,4,4,4
2635,when i left my key in my car the mechanic i was,__anxious__,key,5,5,4
2262,i have working on a big proposal for weeks . tomorrow have to give the presentation to the client and in of team .,__anxious__,big,6,6,4
13,i couldn t wait for my mom get here from jersey .,__anxious__,mom to get,7,9,4
133,i am really nervous about my job . i am concerned i screw it up,__anxious__,job interview,7,7,4
1369,"i have a big test on monday am so nervous , i haven ' t been able to all",__anxious__,big test,4,5,4
